Artist Name,Artist URI,Track Name,Track URI,Album,Key,Mode,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Embed Code
Andain,12hXa5arH0RHd2Ec7zjSNy,Beautiful Things,3SbCWIF7UaSewGfGHkFEI2,"Mixed For Feet, Vol. 1",4,0,0.693,0.665,-8.111,0.0255,0.00299,0.118,0.347,0.616,130.998,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Beautiful Things"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/3SbCWIF7UaSewGfGHkFEI2?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Beautiful Things - Gabriel & Dresden Unplugged Mix,1WOCm5zJr1opYMnej9qaBQ,Nyana Mixed by Tiësto,4,0,0.724,0.631,-9.659,0.0407,0.00617,0.677,0.262,0.522,134.493,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Beautiful Things - Gabriel &amp; Dresden Unplugged Mix"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/1WOCm5zJr1opYMnej9qaBQ?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Beautiful Things (Mixed) - Gabriel & Dresden Unplugged Mix,1SANeZPHbyuk4oYl8QMDc6,ASOT 1001 - A State Of Trance Episode 1001 (A State Of Trance 1000 - Celebration Mix),11,0,0.742,0.616,-9.728,0.0311,0.00704,0.103,0.654,0.604,130.004,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Beautiful Things (Mixed) - Gabriel &amp; Dresden Unplugged Mix"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/1SANeZPHbyuk4oYl8QMDc6?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Promises - Myon & Shane 54 Summer Of Love Radio Edit,4eRe3j8f11E9IysceZV9WA,Promises,8,1,0.617,0.806,-7.466,0.0266,0.00802,0.141,0.223,0.44,132.004,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Promises - Myon &amp; Shane 54 Summer Of Love Radio Edit"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/4eRe3j8f11E9IysceZV9WA?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Beautiful Things - Gabriel & Dresden Radio Edit,6jgq0BLdplJt3UTqlYxYJM,Trance Classics (The Black Hole Edition),4,0,0.699,0.679,-8.181,0.0255,0.00754,0.243,0.621,0.774,131.002,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Beautiful Things - Gabriel &amp; Dresden Radio Edit"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/6jgq0BLdplJt3UTqlYxYJM?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Beautiful Things - Gabriel & Dresden Unplugged Mix,4jBlNyOX1eIF7TmdBfKJPO,You Once Told Me (Spotify Edition),4,0,0.777,0.537,-9.12,0.032,0.0017,0.688,0.162,0.71,131.014,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Beautiful Things - Gabriel &amp; Dresden Unplugged Mix"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/4jBlNyOX1eIF7TmdBfKJPO?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Beautiful Things - Dapa Deep Remix,2uEG9YgdEgXKVUdCAukccW,Beautiful Things (Remixes),4,0,0.68,0.696,-7.467,0.0323,0.154,0.0878,0.116,0.507,120.0,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Beautiful Things - Dapa Deep Remix"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/2uEG9YgdEgXKVUdCAukccW?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Much Too Much - Zetandel Chill Remix,7rf4V78vcRCHL0OmglXEiw,You Once Told Me (Spotify Edition),7,1,0.483,0.578,-9.777,0.037,0.0589,0.687,0.0917,0.0767,176.045,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Much Too Much - Zetandel Chill Remix"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/7rf4V78vcRCHL0OmglXEiw?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,You Once Told Me,4f6YpWnPQVS6WezAvKlOpP,You Once Told Me (Spotify Edition),6,0,0.516,0.645,-9.383,0.0393,0.23,0.0261,0.094,0.472,175.992,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: You Once Told Me"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/4f6YpWnPQVS6WezAvKlOpP?utm_source=oembed""></iframe>"
Andain,12hXa5arH0RHd2Ec7zjSNy,Summer Calling - Airwave Radio Edit,1EjOsOSQtEBHk277JkWfgp,"A State Of Trance Classics, Vol. 7",10,0,0.546,0.904,-8.691,0.043,0.00119,0.492,0.366,0.0388,133.994,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Summer Calling - Airwave Radio Edit"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/1EjOsOSQtEBHk277JkWfgp?utm_source=oembed""></iframe>"
DT8 Project,5vt86ZNYulbS5LcsTGpDHE,Hold Me Till The End - Radio Edit,4tAGH5AfcO25Znp4uo4f1X,Hold Me Till The End,9,0,0.491,0.85,-7.219,0.131,0.000234,0.177,0.645,0.27,132.01,"<iframe style=""border-radius: 12px"" width=""100%"" height=""152"" title=""Spotify Embed: Hold Me Till The End - Radio Edit"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/track/4tAGH5AfcO25Znp4uo4f1X?utm_source=oembed""></iframe>"
